Produit_PK,Produit_ID,EntiteRattachement_FID,BrancheAssurance_FID,Produit_CODE,LibelleCourt_NOM,LibelleLong_NOM,FamilleProduit_NOM,StatutProduit_NOM,TypeOffre_NOM,TNS_FLAG,LoiEvin_FLAG,Produit_DATECRE,Produit_DATEMOD,Produit_DEBUTVAL,Produit_FINVAL
1744,aRKfV0000RIst,qjmjF0000RH07,d,PC_AUBIN,AUBIN,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1745,aRKfV0000RJEz,qjmjF0000RH07,e,SC_FERREYRA,FERREYRA COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1746,aRKfV0000RP0t,qjmjF0000RH9n,e,SI_AURIL_02,AURILIS RETRAITES,AURILIS RETRAITES,individuel,validé,STANDARD,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1747,aRKfV0000RL8t,qjmjF0000RH07,e,SC_SURIREY,SURIREY JAGOU COLL,Contrat particulier,collectif,clôturé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1749,aRKfV0000ROsL,qjmjF0000RH07,e,SC_BEAUDET,BEAUDET COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1750,aRKfV0000ROtT,qjmjF0000RH07,e,SC_PALFINGE,PALFINGER COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1759,aRKfV0000RPqY,qjmjF0000RH07,e,SI_SCDEF_01,SCA LA DEFENSE EVIN,SCA LA DEFENSE EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1760,aRKfV0000RJrr,qjmjF0000RH07,d,PC_THEOBALD,THEOBALD,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1780,aRKfV0000RJRl,qjmjF0000RH07,d,PC_NOMBLOT,NOMBLOT,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1781,aRKfV0000RMWD,qjmjF0000RH9n,e,SI_CORNU_01,CORNUT EVIN,CORNUT EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1787,aRKfV0000RPah,qjmjF0000RH07,d,PC_EXSIMA,ex-SIMA,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1788,aRKfV0000RL7b,qjmjF0000RH07,e,SC_TRUJASDI,TRUJAS PARIS EST COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1804,aRKfV0000RIvx,qjmjF0000RH07,d,PC_BERTRAND,BERTRAND,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1805,aRKfV0000RLKC,qjmjF0000RH9n,e,SI_ANFA_02,ANFA EVIN,ANFA EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1806,aRKfV0000RJLv,qjmjF0000RH9n,e,SI_ALDOU_01,ALDOUEST EVIN,ALDOUEST EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1807,aRKfV0000ROEp,qjmjF0000RH07,d,PC_ADVANCE,ADVANCE YSA,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1809,aRKfV0000RJYB,qjmjF0000RH07,d,PC_VINCENT,VINCENT,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1810,aRKfV0000RK5P,qjmjF0000RH07,e,SC_SOUMAGNE,SOUMAGNE COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1819,aRKfV0000RI95,qjmjF0000RH9n,e,SI_ESSEN_01,GAMME ESSENTIELLE INDIV,GAMME ESSENTIELLE INDIVIDUELLE,individuel,validé,STANDARD,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1820,aRKfV0000RKHs,qjmjF0000RH07,e,SC_WARSEMAN,WARSEMANN COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1840,aRKfV0000RK8T,qjmjF0000RH07,d,PC_MONTENOT,MONTENOT,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1841,aRKfV0000RIyr,qjmjF0000RH07,e,SI_PLD_01,PLD EVIN,PLD EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1847,aRKfV0000RIqp,qjmjF0000RH07,e,SI_LAUNA_01,LAUNAY EVIN,LAUNAY EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1848,aRKfV0000RMMP,qjmjF0000RHD1,d,PC_OXYCOUP,OXYCOUPAGE DE L ERDRE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1864,aRKfV0000RKLh,qjmjF0000RH07,d,PC_VALOGNE,VALOGNE AUTO,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1865,aRKfV0000RLUW,qjmjF0000RH07,d,PC_BAGNOLS,AUTO SERVICES BAGNOLS,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1866,aRKfV0000RL7v,qjmjF0000RH07,e,SC_ARCYAUTO,ARCY AUTO COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1867,aRKfV0000RORP,qjmjF0000RH07,e,SC_IRPAUTO,IRPAUTO COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1869,aRKfV0000RJoT,qjmjF0000RH07,d,PC_SIXTMOBI,SIXT MOBILITY,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1870,aRKfV0000RKFt,qjmjF0000RH07,e,SC_LEROUIC,LEROUIC COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1879,aRKfV0000RIsS,qjmjF0000RH07,e,SI_GARAC_01,GARAC EVIN,GARAC EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1880,aRKfV0000RKMB,qjmjF0000RH07,e,SC_INTERPAR,INTERPARKING COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1900,aRKfV0000RKG3,qjmjF0000RH07,e,SC_MONTPUTI,MONTPELLIER UTIL COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1901,aRKfV0000RJsM,qjmjF0000RH07,d,PC_RIO,RIO,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1907,aRKfV0000RIqx,qjmjF0000RH07,e,SI_MORET_01,MORETTO EVIN,MORETTO EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1908,aRKfV0000RJPT,qjmjF0000RH07,d,PC_MAUREL,MAUREL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1924,aRKfV0000RLA8,qjmjF0000RH9n,e,SI_GARSU_01,GARAGE SUDRIA EVIN,GARAGE SUDRIA EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1925,aRKfV0000RLqb,qjmjF0000RH07,d,PC_BPM_5,BPM GROUP 5 ETOILE DU MAINE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1926,aRKfV0000RLAm,qjmjF0000RH07,d,PC_VIDAL_1,VIDAL 1,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1927,aRKfV0000RIyi,qjmjF0000RH9n,e,SI_ECOV_01,ECOVRAC EVIN,ECOVRAC EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1929,aRKfV0000ROhX,qjmjF0000RH07,e,SC_DELIEUVI,DELIEUVIN COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1930,aRKfV0000RLAV,qjmjF0000RH07,e,SC_SEGARP,SEGARP COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1939,aRKfV0000RJyd,qjmjF0000RH07,d,PC_BRECE,BRECE AUTO MECANIQUE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1940,aRKfV0000RKS9,qjmjF0000RH07,d,PC_BOSSART,BOSSART,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1960,aRKfV0000RKxX,qjmjF0000RH07,e,SC_VRACPLUS,VRAC PLUS COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1961,aRKfV0000RLdH,qjmjF0000RH07,e,SI_LECAU_01,LECLERC AUTO EVIN,LECLERC AUTO EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1967,aRKfV0000RK57,qjmjF0000RH07,e,SC_CEDAT,CEDAT COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1968,aRKfV0000RKbz,qjmjF0000RH07,e,SC_GRUAU3,GRUAU 3 LABBE COLL,Contrat particulier,collectif,clôturé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1984,aRKfV0000RLaT,qjmjF0000RH07,d,PC_BROCARD,BROCARD,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1985,aRKfV0000RMfj,qjmjF0000RH07,d,PC_GGEPIN,GARAGE DU PONT DU PIN,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1986,aRKfV0000RMJ9,qjmjF0000RH9n,e,SI_CAPAI_01,CAPAIL EVIN,CAPAIL EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1987,aRKfV0000RKRf,qjmjF0000RH07,e,SC_PERICAU2,PERICAUD 2 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1989,aRKfV0000RKHW,qjmjF0000RH07,e,SC_RENDAL44,RENDAL 44 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1990,aRKfV0000RJyy,qjmjF0000RH07,d,PC_IPPOLITO,IPPOLITO,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1999,aRKfV0000RKyj,qjmjF0000RH07,d,PC_ROUYER_3,JEAN ROUYER 3 - ST CHRISTOPHE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2000,aRKfV0000RNvC,qjmjF0000RH07,e,SI_PEYRO_01,PEYROT INVESTISSEMENTS EVIN,PEYROT INVESTISSEMENTS EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2020,aRKfV0000RK8n,qjmjF0000RH07,d,PC_VIMO,VIMO,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2021,aRKfV0000RMsf,qjmjF0000RH07,d,PC_BCALOC,BCA LOCATION,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2027,aRKfV0000RLAk,qjmjF0000RH07,d,PC_SIMA_2,SIMA 2 SOVALDIA,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2028,aRKfV0000RLUY,qjmjF0000RH07,d,PC_SIREJOL1,SIREJOLS 1 GROUPE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2044,aRKfV0000RMW4,qjmjF0000RH07,e,SI_CLFOU_01,CLAUDE FOURNIS EVIN,CLAUDE FOURNIS EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2045,aRKfV0000RNfO,qjmjF0000RH07,e,SI_CORBI_01,CORBI EVIN,CORBI EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2046,aRKfV0000RPh9,qjmjF0000RH07,e,SC_COBREDIA,COBREDIA EX AUBREE COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2047,aRKfV0000RKxI,qjmjF0000RH07,e,SC_SIXTLLD,SIXT LLD COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2049,aRKfV0000RKxU,qjmjF0000RH07,e,SC_TODD,TODD COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2059,aRKfV0000RLAf,qjmjF0000RH07,e,SC_CORNUT,CORNUT COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2060,aRKfV0000RNvN,qjmjF0000RH9n,e,SI_TRANS_01,TRANSMANUT EVIN,TRANSMANUT EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2080,aRKfV0000RL0L,qjmjF0000RH07,d,PC_CAR_AV_3,CAR AVENUE 3 BAILLY 187-195,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2081,aRKfV0000RLUN,qjmjF0000RH07,d,PC_CAR_AV_5,CAR AVENUE 5 OBLINGER Ex PSA,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2087,aRKfV0000RLDP,qjmjF0000RH07,d,PC_MAURIN_2,MAURIN 2 - FERREYRA,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2088,aRKfV0000RMmN,qjmjF0000RH07,d,PC_GUEUDE_3,"GUEUDET-H2S         ",Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2104,aRKfV0000RPqX,qjmjF0000RH07,e,SI_COBRE_01,"COBREDIA EX AUBREE EVIN ","COBREDIA EX AUBREE EVIN ",individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2106,aRKfV0000RIcB,qjmjF0000RH07,d,PC_DEWILLER,DE WILLERMIN,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2109,aRKfV0000RMse,qjmjF0000RH07,d,PC_AUTOPASS,AUTO PASSION,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2119,aRKfV0000RNIT,qjmjF0000RH07,d,PC_FREY_6,EFF - ALCA,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2120,aRKfV0000RI2d,qjmjF0000RH07,e,SC_ANCGC_01,ANCIENNES GAMMES MODULES COLL,ANCIENNES GAMMES MODULES COLLECTIFS,collectif,validé,STANDARD,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2140,aRKfV0000RLAL,qjmjF0000RH07,e,SC_BYMYCARN,BYMYCAR NOISY COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2141,aRKfV0000RNv9,qjmjF0000RH07,e,SI_AGAVA_01,LES ATELIERS GAVARD EVIN,LES ATELIERS GAVARD EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2147,aRKfV0000RLdF,qjmjF0000RH07,e,SI_FACPA_01,FACILITY PARK EVIN,FACILITY PARK EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2164,aRKfV0000RIsR,qjmjF0000RH07,e,SI_FERFI_01,FERREYRA ET FILS EVIN,FERREYRA ET FILS EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2166,aRKfV0000RKb1,qjmjF0000RH07,e,SC_GRUAU2,GRUAU 2 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2169,aRKfV0000RIqo,qjmjF0000RH07,e,SI_STCHR_01,ST CHRISTOPHE EVIN,ST CHRISTOPHE EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2179,aRKfV0000RO8N,qjmjF0000RH07,d,PC_FBDIF,FB DIFFUSION TOULOUSE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2180,aRKfV0000RMix,qjmjF0000RH07,d,PC_SOPARFI,SOPARFI,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2200,aRKfV0000ROL7,qjmjF0000RH07,e,SC_GCR,GCR COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2201,aRKfV0000RP7M,qjmjF0000RH07,e,SC_MAGYA2,MAGYAR 2 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2207,aRKfV0000RK5F,qjmjF0000RH07,e,SC_BONY,BONY COLL,Contrat particulier,collectif,validé,STANDARD,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2224,aRKfV0000RJsV,qjmjF0000RH07,d,PC_COMCANNE,COMMUNE DE CANNES,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2226,aRKfV0000RKyt,qjmjF0000RH07,d,PC_VCARRE,VCARRE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2229,aRKfV0000RJed,qjmjF0000RH07,d,PC_SIXTLOCA,SIXT LOCATION,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2239,aRKfV0000ROKx,qjmjF0000RH07,e,SC_MARY2,MARY 2 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2240,aRKfV0000RPk3,qjmjF0000RHD1,d,PC_IENA_MET,IENA METALLURGIE,IENA METALLURGIE,collectif,validé,STANDARD,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2260,aRKfV0000RKcn,qjmjF0000RH07,d,PC_CARRES_1,CAR RESEAU 1 CCNSA,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2267,aRKfV0000RKy5,qjmjF0000RH07,d,PC_VGRF_1,VGRF 1 VOLKSWAGEN,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2284,aRKfV0000RJz9,qjmjF0000RH07,d,PC_GARRIGUE,GARRIGUE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2286,aRKfV0000RLAp,qjmjF0000RH07,e,SC_VULCAIN2,VULCAIN 2 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2289,aRKfV0000RL9N,qjmjF0000RH07,d,PC_PRIOD,PRIOD,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2299,aRKfV0000RPHB,qjmjF0000RHD1,d,PC_GP_1,GP 1,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2320,aRKfV0000RLWl,qjmjF0000RH07,d,PC_S_SPEEDY,SUCESSEUR SPEEDY,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2327,aRKfV0000RLAg,qjmjF0000RH07,e,SC_FARIDFRA,FARID FRANCE COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2344,aRKfV0000RKHV,qjmjF0000RH07,e,SC_QPARK,QPARK COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2346,aRKfV0000RN8o,qjmjF0000RH07,d,PC_EDENAU_4,EDEN AUTO 4,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2349,aRKfV0000RKxV,qjmjF0000RH07,e,SC_TRESSOL2,TRESSOL 2 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2359,aRKfV0000RIVj,qjmjF0000RH07,d,PC_BERNAR_1,Bernard 1 ABCA,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2380,aRKfV0000RLzn,qjmjF0000RHD1,d,PC_RENT_2,RENT A CAR,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2387,aRKfV0000RMJE,qjmjF0000RH9n,e,SI_ROGEO_01,ROGEON EVIN,ROGEON EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2404,aRKfV0000RLK2,qjmjF0000RH07,d,PC_BYMYCA_1,BYMYCAR 1,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2406,aRKfV0000RJP0,qjmjF0000RH07,d,PC_ESPACEAU,ESPACE AUTO AUVERGNE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2409,aRKfV0000RLUL,qjmjF0000RH07,d,PC_GUENAN_1,GUENANT 1,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2419,aRKfV0000RIsY,qjmjF0000RH9n,e,SI_EMOT_01,E-MOTORS EVIN,E-MOTORS EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2440,aRKfV0000RMtH,qjmjF0000RH07,d,PC_GGP_2,GGP-exRRG,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2447,aRKfV0000ROsp,qjmjF0000RH07,e,SC_MARY1,MARY 1 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2464,aRKfV0000ROtd,qjmjF0000RH07,e,SC_SAEMES,SAEMES COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2466,aRKfV0000RKVN,qjmjF0000RH07,d,PC_DUFFORT,DUFFORT,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2469,aRKfV0000RN8q,qjmjF0000RH07,d,PC_NORAUTO,NORAUTO,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2479,aRKfV0000RK4v,qjmjF0000RH07,e,SC_BERREZA2,BERREZAI 2 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2500,aRKfV0000RJV1,qjmjF0000RH07,d,PC_VAUBAN,VAUBAN,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2507,aRKfV0000ROub,qjmjF0000RH07,e,SC_TRANSMAN,TRANSMANUT COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2524,aRKfV0000RP7L,qjmjF0000RH07,e,SC_GRUAU4,GRUAU 4 LABBE COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2526,aRKfV0000RLgR,qjmjF0000RHD1,d,PC_ALDOUEST,ALDOUEST,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2529,aRKfV0000RIQB,qjmjF0000RHD1,d,PC_IENA_CDG,IENA COMMERCE DE GROS,IENA COMMERCE DE GROS,collectif,validé,STANDARD,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2539,aRKfV0000RKNT,qjmjF0000RH07,d,PC_SAPHIR_1,"SAPHIR 1 ESSONNE PL ET SAPHIR ",Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2560,aRKfV0000RKHr,qjmjF0000RH07,e,SC_HESS,HESS COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2567,aRKfV0000RIyh,qjmjF0000RH07,e,SI_SOGAP_01,SOGAP EVIN,SOGAP EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2584,aRKfV0000RJOW,qjmjF0000RH07,d,PC_LLERENA,LLERENA,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2586,aRKfV0000RMG2,qjmjF0000RH07,e,SI_VULC1_01,VULCAIN 1 EVIN,VULCAIN 1 EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
2589,aRKfV0000RIfL,qjmjF0000RH07,e,SI_AERT_01,AERTEC EVIN,AERTEC EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
